params,time,steps,reward_mean,reward_median,reward_min,reward_max,reward_std
"{""alpha"": 0.1, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.7}",6.639495000000011,100,2.501333333333333,5.733333333333333,-1.0,5.733333333333333,3.3639722551372704
"{""alpha"": 0.1, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.8}",6.017755999999963,100,5.376862745098041,5.733333333333333,4.9411764705882355,5.733333333333333,0.3940930633245827
"{""alpha"": 0.1, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.9}",7.56231600000001,100,2.03,-1.0,-1.0,5.733333333333333,3.349791038258954
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.0}",73.31908799999997,100,-1.0,-1.0,-1.0,-1.0,0.0
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.1}",13.084281999999916,100,2.1646666666666663,-1.0,-1.0,5.733333333333333,3.3606012028273224
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.2}",8.027873999999997,100,4.967859649122809,4.315789473684211,4.315789473684211,5.733333333333333,0.7065002190776636
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.3}",6.996432000000027,100,5.265960784313727,4.9411764705882355,4.9411764705882355,5.733333333333333,0.38960912795706715
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.4}",7.936430000000087,100,2.2319999999999998,-1.0,-1.0,5.733333333333333,3.36397225513727
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.5}",8.021143000000052,100,2.299333333333333,-1.0,-1.0,5.733333333333333,3.3659932659865293
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.6}",7.877276000000052,100,2.1646666666666663,-1.0,-1.0,5.733333333333333,3.360601202827322
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.7}",7.433119000000033,100,2.5686666666666667,5.733333333333333,-1.0,5.733333333333333,3.360601202827322
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.8}",7.002078999999981,100,2.972666666666667,5.733333333333333,-1.0,5.733333333333333,3.3116775876350713
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.9}",6.545227000000068,100,2.770666666666667,5.733333333333333,-1.0,5.733333333333333,3.342338768653538
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.0}",73.57455300000004,100,-1.0,-1.0,-1.0,-1.0,0.0
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.1}",9.724543999999923,100,1.895333333333333,-1.0,-1.0,5.733333333333333,3.3335100619817153
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.2}",8.929637999999954,100,1.9626666666666668,-1.0,-1.0,5.733333333333333,3.3423387686535375
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.3}",8.289348000000018,100,2.2319999999999998,-1.0,-1.0,5.733333333333333,3.3639722551372704
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.4}",8.19070099999999,100,2.5686666666666667,5.733333333333333,-1.0,5.733333333333333,3.3606012028273224
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.5}",8.592877000000044,100,2.2319999999999998,-1.0,-1.0,5.733333333333333,3.3639722551372704
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.6}",8.039572000000021,100,2.097333333333333,-1.0,-1.0,5.733333333333333,3.3558760406189014
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.7}",7.65443300000004,100,2.770666666666667,5.733333333333333,-1.0,5.733333333333333,3.342338768653537
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.8}",7.259689999999978,100,5.2976470588235305,4.9411764705882355,4.9411764705882355,5.733333333333333,0.39409306332458277
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.9}",6.438620000000014,100,5.2976470588235305,4.9411764705882355,4.9411764705882355,5.733333333333333,0.3940930633245827
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.0}",68.47922099999994,100,-1.0,-1.0,-1.0,-1.0,0.0
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.1}",8.316143000000011,100,2.1646666666666663,-1.0,-1.0,5.733333333333333,3.360601202827322
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.2}",7.622040999999967,100,2.2319999999999998,-1.0,-1.0,5.733333333333333,3.3639722551372704
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.3}",7.389173000000028,100,5.337254901960785,5.337254901960785,4.9411764705882355,5.733333333333333,0.3960784313725489
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.4}",8.142857000000049,100,5.424392156862746,5.733333333333333,4.9411764705882355,5.733333333333333,0.3863744590506595
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.5}",8.76673900000003,100,2.972666666666667,5.733333333333333,-1.0,5.733333333333333,3.3116775876350713
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.6}",7.844169000000079,100,2.568666666666666,5.733333333333333,-1.0,5.733333333333333,3.3606012028273224
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.7}",6.752454999999941,100,5.37686274509804,5.733333333333333,4.9411764705882355,5.733333333333333,0.39409306332458266
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.8}",6.152428999999984,100,5.392705882352942,5.733333333333333,4.9411764705882355,5.733333333333333,0.39217765435078983
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.9}",6.658475000000067,100,2.2319999999999998,-1.0,-1.0,5.733333333333333,3.3639722551372704
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.0}",75.950605,100,-1.0,-1.0,-1.0,-1.0,0.0
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.1}",6.805413000000044,100,2.770666666666667,5.733333333333333,-1.0,5.733333333333333,3.3423387686535375
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.2}",7.094136000000049,100,1.6933333333333331,-1.0,-1.0,5.733333333333333,3.298646186948013
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.3}",5.976998999999978,100,5.321411764705883,4.9411764705882355,4.9411764705882355,5.733333333333333,0.3957614417808552
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.4}",6.803732999999966,100,1.6933333333333331,-1.0,-1.0,5.733333333333333,3.298646186948013
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.5}",6.741233000000079,100,2.1646666666666663,-1.0,-1.0,5.733333333333333,3.360601202827322
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.6}",6.758576000000062,100,2.2993333333333332,-1.0,-1.0,5.733333333333333,3.36599326598653
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.7}",7.047838999999954,100,2.3666666666666667,2.3666666666666667,-1.0,5.733333333333333,3.3666666666666667
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.8}",6.879089000000022,100,2.9053333333333335,5.733333333333333,-1.0,5.733333333333333,3.3232939482788253
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.9}",7.232909000000063,100,2.1646666666666663,-1.0,-1.0,5.733333333333333,3.3606012028273224
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.0}",77.20734900000014,100,-1.0,-1.0,-1.0,-1.0,0.0
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.1}",7.44624900000008,100,5.2976470588235305,4.9411764705882355,4.9411764705882355,5.733333333333333,0.3940930633245827
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.2}",6.9844090000001415,100,5.3610196078431365,5.733333333333333,4.9411764705882355,5.733333333333333,0.39536484739144956
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.3}",7.5845070000000305,100,2.4339999999999993,5.733333333333333,-1.0,5.733333333333333,3.36599326598653
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.4}",5.932844000000159,100,5.337254901960785,5.337254901960785,4.9411764705882355,5.733333333333333,0.3960784313725489
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.5}",6.5733379999999215,100,2.097333333333333,-1.0,-1.0,5.733333333333333,3.3558760406189014
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.6}",6.987073000000009,100,2.3666666666666667,2.3666666666666667,-1.0,5.733333333333333,3.3666666666666667
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.7}",7.544591000000082,100,2.501333333333333,5.733333333333333,-1.0,5.733333333333333,3.3639722551372704
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.8}",7.24346700000001,100,3.0400000000000005,5.733333333333333,-1.0,5.733333333333333,3.298646186948013
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.9}",7.622810999999956,100,2.4339999999999997,5.733333333333333,-1.0,5.733333333333333,3.36599326598653
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.0}",70.61178900000004,100,-1.0,-1.0,-1.0,-1.0,0.0
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.1}",7.358263999999963,100,2.5013333333333327,5.733333333333333,-1.0,5.733333333333333,3.3639722551372704
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.2}",8.184097000000065,100,2.4339999999999997,5.733333333333333,-1.0,5.733333333333333,3.3659932659865297
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.3}",7.2572040000000015,100,1.9626666666666663,-1.0,-1.0,5.733333333333333,3.3423387686535375
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.4}",8.423027000000047,100,2.03,-1.0,-1.0,5.733333333333333,3.349791038258954
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.5}",7.019923999999946,100,5.4006274509803935,5.733333333333333,4.9411764705882355,5.733333333333333,0.3909757586210383
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.6}",7.239769000000024,100,5.384784313725491,5.733333333333333,4.9411764705882355,5.733333333333333,0.39321632572394555
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.7}",8.060057999999799,100,2.2319999999999993,-1.0,-1.0,5.733333333333333,3.3639722551372704
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.8}",8.288892000000033,100,2.501333333333333,5.733333333333333,-1.0,5.733333333333333,3.3639722551372704
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.9}",6.997540000000072,100,5.384784313725492,5.733333333333333,4.9411764705882355,5.733333333333333,0.39321632572394544
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.0}",75.33454299999994,100,-1.0,-1.0,-1.0,-1.0,0.0
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.1}",6.4876030000000355,100,2.4339999999999993,5.733333333333333,-1.0,5.733333333333333,3.36599326598653
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.2}",6.827356000000009,100,2.1646666666666667,-1.0,-1.0,5.733333333333333,3.360601202827322
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.3}",5.871628000000101,100,5.368941176470589,5.733333333333333,4.9411764705882355,5.733333333333333,0.3948089459551649
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.4}",6.649799999999914,100,2.636,5.733333333333333,-1.0,5.733333333333333,3.3558760406189014
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.5}",6.918885000000046,100,2.636,5.733333333333333,-1.0,5.733333333333333,3.355876040618902
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.6}",6.513268000000153,100,2.568666666666666,5.733333333333333,-1.0,5.733333333333333,3.3606012028273224
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.7}",6.722072000000026,100,2.03,-1.0,-1.0,5.733333333333333,3.349791038258954
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.8}",7.293486999999914,100,2.2993333333333332,-1.0,-1.0,5.733333333333333,3.36599326598653
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.9}",7.517041000000063,100,2.2993333333333332,-1.0,-1.0,5.733333333333333,3.36599326598653
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.0}",81.77036700000008,100,-1.0,-1.0,-1.0,-1.0,0.0
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.1}",8.395246000000043,100,2.434,5.733333333333333,-1.0,5.733333333333333,3.3659932659865297
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.2}",8.532541999999921,100,2.434,5.733333333333333,-1.0,5.733333333333333,3.3659932659865297
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.3}",7.7777410000001055,100,2.3666666666666663,2.3666666666666667,-1.0,5.733333333333333,3.3666666666666667
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.4}",6.981271000000106,100,5.353098039215688,5.733333333333333,4.9411764705882355,5.733333333333333,0.39576144178085526
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.5}",7.27498700000001,100,5.3689411764705905,5.733333333333333,4.9411764705882355,5.733333333333333,0.39480894595516486
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.6}",8.061267000000043,100,2.636,5.733333333333333,-1.0,5.733333333333333,3.355876040618902
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.7}",7.188353000000006,100,5.361019607843138,5.733333333333333,4.9411764705882355,5.733333333333333,0.39536484739144956
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.8}",8.743126999999959,100,1.9626666666666666,-1.0,-1.0,5.733333333333333,3.3423387686535375
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.9}",8.401638000000048,100,2.5013333333333327,5.733333333333333,-1.0,5.733333333333333,3.36397225513727
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.0}",81.98914100000002,100,-1.0,-1.0,-1.0,-1.0,0.0
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.1}",8.098205000000007,100,5.321411764705883,4.9411764705882355,4.9411764705882355,5.733333333333333,0.3957614417808552
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.2}",8.294028000000026,100,5.281803921568628,4.9411764705882355,4.9411764705882355,5.733333333333333,0.39217765435078983
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.3}",8.055637999999817,100,5.353098039215687,5.733333333333333,4.9411764705882355,5.733333333333333,0.3957614417808553
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.4}",7.930564000000004,100,5.329333333333335,4.9411764705882355,4.9411764705882355,5.733333333333333,0.3959992077631211
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.5}",9.080927999999858,100,2.1646666666666663,-1.0,-1.0,5.733333333333333,3.360601202827322
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.6}",8.944111999999905,100,2.2993333333333332,-1.0,-1.0,5.733333333333333,3.3659932659865297
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.7}",9.33084800000006,100,1.6259999999999997,-1.0,-1.0,5.733333333333333,3.2841829019306052
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.8}",8.335242000000108,100,2.636,5.733333333333333,-1.0,5.733333333333333,3.3558760406189014
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.9}",8.501841999999897,100,2.2319999999999998,-1.0,-1.0,5.733333333333333,3.3639722551372704
