params,time,steps,reward_mean,reward_median,reward_min,reward_max,reward_std
"{""discount_factor"": 0.0}",3.703472999999999,100,-1.0,-1.0,-1.0,-1.0,0.0
"{""discount_factor"": 0.1}",3.638231000000001,100,-1.0,-1.0,-1.0,-1.0,0.0
"{""discount_factor"": 0.2}",2.136578,100,5.2976470588235305,4.9411764705882355,4.9411764705882355,5.733333333333333,0.3940930633245827
"{""discount_factor"": 0.3}",2.1990240000000014,100,5.321411764705883,4.9411764705882355,4.9411764705882355,5.733333333333333,0.3957614417808552
"{""discount_factor"": 0.4}",2.1644469999999956,100,5.273882352941176,4.9411764705882355,4.9411764705882355,5.733333333333333,0.3909757586210382
"{""discount_factor"": 0.5}",2.0536749999999984,100,5.361019607843138,5.733333333333333,4.9411764705882355,5.733333333333333,0.39536484739144956
"{""discount_factor"": 0.6}",2.248668000000002,100,5.345176470588236,5.733333333333333,4.9411764705882355,5.733333333333333,0.39599920776312114
"{""discount_factor"": 0.7}",1.8449979999999968,100,5.361019607843138,5.733333333333333,4.9411764705882355,5.733333333333333,0.3953648473914496
"{""discount_factor"": 0.8}",1.9546379999999957,100,5.345176470588237,5.733333333333333,4.9411764705882355,5.733333333333333,0.3959992077631211
"{""discount_factor"": 0.9}",2.0936160000000044,100,5.392705882352943,5.733333333333333,4.9411764705882355,5.733333333333333,0.39217765435078983
