steps,time,reward,delta,converged
1,0.09388699999999517,-3.37125748502994,100.17272194851449,False
2,0.07780799999997612,-2.3832335329341316,100.21893596164023,False
3,0.013568000000020675,0.3466666666666667,100.21893596164023,False
4,0.02846400000001381,-0.35668789808917195,100.21893596164023,False
5,0.03304499999998711,-2.13953488372093,100.21893596164023,False
6,0.07071799999999939,-1.2532637075718016,100.21893596164023,False
7,0.03985000000000127,-0.9911111111111112,100.21893596164023,False
8,0.010812000000015587,0.3466666666666667,100.21893596164023,False
9,0.03920499999998128,-0.9911111111111112,100.21893596164023,False
10,0.04405899999997587,-0.6130268199233716,100.21893596164023,False
11,0.020469999999988886,-0.9834710743801653,100.21893596164023,False
12,0.018366000000014537,-0.98,100.21893596164023,False
13,0.03251800000001026,-2.4824120603015074,100.21893596164023,False
14,0.013685000000009495,0.3466666666666667,100.21893596164023,False
15,0.028390999999999167,-0.3765432098765432,100.21893596164023,False
16,0.017663000000027296,0.0,100.21893596164023,False
17,0.0231380000000172,-0.9873417721518988,100.21893596164023,False
18,0.01221400000000017,0.5074626865671642,100.21893596164023,False
19,0.034953000000001566,-0.9908256880733946,100.21893596164023,False
20,0.011134999999995898,0.21686746987951808,100.21893596164023,False
21,0.014545999999995729,0.32894736842105265,100.21893596164023,False
22,0.01958799999999883,-0.15833333333333333,100.21893596164023,False
23,0.013009000000010928,0.23170731707317074,100.21893596164023,False
24,0.01713799999998855,-0.019417475728155338,100.21893596164023,False
25,0.0276940000000252,-0.9875776397515528,100.21893596164023,False
26,0.008118999999993548,1.02,100.21893596164023,False
27,0.011068000000022948,0.6290322580645161,100.21893596164023,False
28,0.011274999999983493,0.711864406779661,100.21893596164023,False
29,0.022646000000008826,-0.192,100.21893596164023,False
30,0.013670999999987998,0.3466666666666667,100.21893596164023,False
31,0.03004899999999111,-0.9887005649717514,100.21893596164023,False
32,0.008120999999988499,0.8363636363636363,100.21893596164023,False
33,0.02235200000001214,-0.2109375,100.21893596164023,False
34,0.004961000000008653,2.4827586206896552,100.21893596164023,False
35,0.020918000000023085,-0.9797979797979798,100.21893596164023,False
36,0.01198999999999728,0.8363636363636363,100.21893596164023,False
37,0.008825999999999112,1.4634146341463414,100.21893596164023,False
38,0.03258900000000153,-0.9883720930232558,100.21893596164023,False
39,0.00776899999999614,0.6833333333333333,100.21893596164023,False
40,0.01780299999998647,0.12222222222222222,100.21893596164023,False
41,0.01403999999999428,0.8035714285714286,100.21893596164023,False
42,0.013043000000010352,1.7297297297297298,100.21893596164023,False
43,0.024586999999996806,-0.9782608695652174,100.21893596164023,False
44,0.01645899999999756,-0.9726027397260274,100.21893596164023,False
45,0.020920000000018035,-0.00980392156862745,100.21893596164023,False
46,0.013064000000014175,0.5538461538461539,100.21893596164023,False
47,0.010114000000015722,0.9803921568627451,100.21893596164023,False
48,0.012294000000025562,0.9423076923076923,100.21893596164023,False
49,0.006457000000011703,1.6578947368421053,100.21893596164023,False
50,0.007103999999998223,1.6578947368421053,100.21893596164023,False
51,0.02408500000001368,-0.13675213675213677,100.21893596164023,False
52,0.01739700000001676,-0.9777777777777777,100.21893596164023,False
53,0.012813999999991665,0.27848101265822783,100.21893596164023,False
54,0.00680699999998069,1.4634146341463414,100.21893596164023,False
55,0.019550000000009504,-0.056074766355140186,100.21893596164023,False
56,0.00984500000001276,1.1956521739130435,100.21893596164023,False
57,0.006115999999991573,2.0606060606060606,100.21893596164023,False
58,0.015112999999985277,0.3835616438356164,100.21893596164023,False
59,0.024101000000001704,-0.9809523809523809,100.21893596164023,False
60,0.007865000000009559,1.4634146341463414,100.21893596164023,False
61,0.008230999999994992,1.2954545454545454,100.21893596164023,False
62,0.01216600000000767,0.36486486486486486,100.21893596164023,False
63,0.00624700000000189,1.8857142857142857,100.21893596164023,False
64,0.01514499999998975,0.2948717948717949,100.21893596164023,False
65,0.02701600000000326,-0.9831932773109243,100.21893596164023,False
66,0.00999699999999848,-0.9555555555555556,100.21893596164023,False
67,0.014005999999994856,-0.9705882352941176,100.21893596164023,False
68,0.007977999999980057,1.4047619047619047,100.21893596164023,False
69,0.012252000000017915,-0.9696969696969697,100.21893596164023,False
70,0.011572000000001026,-0.9649122807017544,100.21893596164023,False
71,0.009560999999990827,-0.9534883720930233,100.21893596164023,False
72,0.016784999999998718,0.16091954022988506,100.21893596164023,False
73,0.0066740000000038435,1.4047619047619047,100.21893596164023,False
74,0.008660999999989372,1.2444444444444445,100.21893596164023,False
75,0.006549000000006799,1.525,100.21893596164023,False
76,0.007175000000017917,1.5897435897435896,100.21893596164023,False
77,0.01650000000000773,-0.9777777777777777,100.21893596164023,False
78,0.02109500000000253,-1.9326923076923077,100.21893596164023,False
79,0.005234000000001515,2.740740740740741,100.21893596164023,False
80,0.009548000000023649,-0.9583333333333334,100.21893596164023,False
81,0.005970000000019127,1.8055555555555556,100.21893596164023,False
82,0.01629599999998277,-0.9753086419753086,100.21893596164023,False
83,0.004522000000008575,2.4827586206896552,100.21893596164023,False
84,0.018838000000016564,-1.889908256880734,100.21893596164023,False
85,0.006482000000005428,1.9705882352941178,100.21893596164023,False
86,0.006468999999981406,2.0606060606060606,100.21893596164023,False
87,0.0028460000000052332,5.3125,100.21893596164023,False
88,0.01487999999997669,0.44285714285714284,100.21893596164023,False
89,0.005419999999986658,3.590909090909091,100.21893596164023,False
90,0.007008000000013226,-0.9459459459459459,100.21893596164023,False
91,0.008039999999994052,1.4047619047619047,100.21893596164023,False
92,0.00866999999999507,1.02,100.21893596164023,False
93,0.006821999999999662,1.8055555555555556,100.21893596164023,False
