,PI,VI,Q
cliff_walking,"{'name': 'cliff_walking', 'readable_name': 'Cliff Walking', 'index': 9, 'params': {'discount_factor': 0.9}, 'param_str': '0.9'}","{'name': 'cliff_walking', 'readable_name': 'Cliff Walking', 'index': 9, 'params': {'discount_factor': 0.9}, 'param_str': '0.9'}","{'name': 'cliff_walking', 'readable_name': 'Cliff Walking', 'index': 179, 'params': {'alpha': 0.9, 'q_init': 0, 'epsilon': 0.5, 'epsilon_decay': 0.0001, 'discount_factor': 0.9}, 'param_str': '0.9_0_0.5_0.0001_0.9'}"
