params,time,steps,reward_mean,reward_median,reward_min,reward_max,reward_std
"{""discount_factor"": 0.0}",3.834491,100,-1.0,-1.0,-1.0,-1.0,0.0
"{""discount_factor"": 0.1}",3.5661690000000013,100,-1.0,-1.0,-1.0,-1.0,0.0
"{""discount_factor"": 0.2}",2.0388590000000004,100,5.329333333333334,4.9411764705882355,4.9411764705882355,5.733333333333333,0.39599920776312103
"{""discount_factor"": 0.3}",2.1310710000000004,100,5.353098039215688,5.733333333333333,4.9411764705882355,5.733333333333333,0.39576144178085526
"{""discount_factor"": 0.4}",2.1149070000000005,100,5.28972549019608,4.9411764705882355,4.9411764705882355,5.733333333333333,0.39321632572394544
"{""discount_factor"": 0.5}",2.2608560000000004,100,5.337254901960785,5.337254901960785,4.9411764705882355,5.733333333333333,0.3960784313725489
"{""discount_factor"": 0.6}",2.124528999999999,100,5.329333333333334,4.9411764705882355,4.9411764705882355,5.733333333333333,0.39599920776312103
"{""discount_factor"": 0.7}",2.348473000000002,100,5.4164705882352955,5.733333333333333,4.9411764705882355,5.733333333333333,0.3880760219938838
"{""discount_factor"": 0.8}",2.4801509999999993,100,5.321411764705883,4.9411764705882355,4.9411764705882355,5.733333333333333,0.3957614417808552
"{""discount_factor"": 0.9}",2.929667000000002,100,5.345176470588237,5.733333333333333,4.9411764705882355,5.733333333333333,0.3959992077631211
