episode,length,time,reward,delta
0,32.0,0.004391000000396161,-1.6400000000000001,-1.0002246134002126
1,12.0,0.0012919999990117503,-1.24,-1.0003469162335878
2,53.0,0.009108000000196625,-2.0600000000000005,-0.9999699573951993
3,61.0,0.007467999999789754,-2.2200000000000006,-1.000422834077223
4,6.0,0.0007389999991573859,-1.12,-1.000635480140402
5,123.0,0.013978999999380903,-3.4600000000000017,-1.000166920215517
6,36.0,0.004847000000154367,-1.7200000000000002,-0.9821105386973183
7,8.0,0.0015690000000176951,-1.16,-0.9820949327110493
8,24.0,0.004095999998753541,-1.4800000000000002,-1.000423434132697
9,7.0,0.0011109999995824182,-1.1400000000000001,-1.0002152808218208
10,37.0,0.006147000000055414,-1.7400000000000002,-0.9764073034115868
11,34.0,0.004289000000426313,-1.6800000000000002,-0.9742994231655033
12,94.0,0.014726999999766122,-2.8800000000000012,-0.9769787652139338
13,52.0,0.009475999999267515,-2.0400000000000005,-1.0001811190435914
14,37.0,0.00800100000014936,-1.7400000000000002,-1.000335423059955
15,115.0,0.019533000000592438,-3.3000000000000016,-0.9820447704330523
16,28.0,0.004692999998951564,-1.56,-0.9730908779232498
17,57.0,0.010898000000452157,-2.1400000000000006,-1.0007434975136236
18,18.0,0.0030900000001565786,-1.36,-0.9821059968418258
19,79.0,0.013923000000431784,-2.580000000000001,-0.9818900928821944
20,119.0,0.0196749999995518,-3.3800000000000017,-0.9998175644189476
21,19.0,0.003926000001229113,-1.3800000000000001,-0.8845317785506125
22,24.0,0.003953999999794178,-1.4800000000000002,-1.000069313013953
23,141.0,0.025512000000162516,-3.820000000000002,-0.9717647557919428
24,12.0,0.0023380000002362067,-1.24,-0.9766210404551131
25,26.0,0.0033690000000206055,-1.52,-0.9731436601646946
26,49.0,0.009830999999394407,-1.9800000000000004,-0.9820555993593519
27,31.0,0.003891000000294298,-1.62,-1.000224135612132
28,91.0,0.012604000001374516,-2.820000000000001,-0.09764073034115861
29,33.0,0.003163999999742373,-1.6600000000000001,-1.0005083411670534
30,161.0,0.02426700000069104,-4.220000000000002,-1.0007165837928442
31,138.0,0.01596400000016729,-3.760000000000002,-1.0007281425525596
32,31.0,0.006596999999601394,-1.62,-0.09731436601646959
33,170.0,0.022941999999602558,-4.400000000000002,-0.10007165837928444
34,17.0,0.004053000000567408,-1.34,-0.9821208454738131
35,22.0,0.004412000000229455,-1.4400000000000002,-0.970440021352461
36,33.0,0.007551999999122927,-1.6600000000000001,-0.9749340529086337
37,41.0,0.008050999998886255,-1.8200000000000003,-1.0003512169029538
38,40.0,0.008130000000164728,-1.8000000000000003,-1.0001372098176977
39,88.0,0.019448999999440275,-2.760000000000001,-1.0007478973177666
40,33.0,0.005748999999923399,-1.6600000000000001,-1.0001362465928338
41,41.0,0.005779000000984524,-1.8200000000000003,-0.9765832989091967
42,64.0,0.007241999999678228,-2.2800000000000007,-1.0003094138238675
43,93.0,0.015014000000519445,-2.860000000000001,-1.0004613035254422
44,52.0,0.009022000000186381,-2.0400000000000005,-0.09717647557919429
45,58.0,0.008708999999726075,-2.1600000000000006,-0.09998175644189478
46,18.0,0.003899999999703141,-1.36,-0.961573503075297
47,57.0,0.008991999999125255,-2.1400000000000006,-0.0961573503075297
48,23.0,0.0026210000014543766,-1.4600000000000002,-0.8842607167444554
49,45.0,0.00749800000085088,-1.9000000000000004,-0.9716397015681826
50,16.0,0.0031249999992724042,-1.32,-0.09821208454738128
51,49.0,0.005655000000842847,-1.9800000000000004,-0.9753035846160891
52,30.0,0.003238999999666703,-1.6,-0.8838914989079282
53,80.0,0.011921999999685795,-2.600000000000001,-0.09704400213524611
54,23.0,0.0029119999999238644,-1.4600000000000002,-0.8839126460839162
55,47.0,0.007742999998299638,-1.9400000000000004,-0.9820341712798292
56,19.0,0.0031889999991108198,-1.3800000000000001,-0.009821208454738106
57,33.0,0.005978999999570078,-1.6600000000000001,-0.9819435431893317
58,74.0,0.012613999999302905,-2.480000000000001,-1.0002371674335038
59,17.0,0.0028440000005502952,-1.34,-0.9712267595116186
60,45.0,0.005843999999342486,-1.9000000000000004,-0.08838914989079283
61,33.0,0.005467000000862754,-1.6600000000000001,-0.981966561545712
62,58.0,0.0065129999984492315,-2.1600000000000006,-0.883804427979542
63,27.0,0.00530599999910919,-1.54,-0.0883804427979542
64,9.0,0.0016540000015083933,-1.18,-0.9623607866765596
65,24.0,0.003710999999384512,-1.4800000000000002,-0.9799855763319549
66,141.0,0.018398999998680665,-3.820000000000002,-0.1000330530395831
67,54.0,0.011108000000604079,-2.0800000000000005,-0.9999539463751759
68,36.0,0.004908999999315711,-1.7200000000000002,-1.0003487022397677
69,51.0,0.008982999999716412,-2.0200000000000005,-1.000527962288971
70,106.0,0.01671600000008766,-3.1200000000000014,-0.979712791813231
71,17.0,0.003267000000050757,-1.34,-0.8749527673803157
72,93.0,0.009213000001182081,-2.860000000000001,-0.9704064495061544
73,212.0,0.02495900000030815,-5.2399999999999975,-0.9999685009469976
74,54.0,0.005381999999372056,-2.0800000000000005,-0.9819738221121468
75,11.0,0.0011670000003505265,-1.22,-0.9714327673010691
76,40.0,0.004058000000441098,-1.8000000000000003,-0.971412007320318
77,123.0,0.015518000000156462,-3.4600000000000017,-0.9801732703082804
78,19.0,0.003309000001536333,-1.3800000000000001,-0.9635484075972068
79,59.0,0.007804999999279971,-2.1800000000000006,-0.9715303094753426
80,27.0,0.002608999999210937,-1.54,-0.9712450536008788
81,41.0,0.005890000000363216,-1.8200000000000003,-0.10001362465928343
82,89.0,0.01335800000015297,-2.780000000000001,-0.9818904495937262
83,136.0,0.02111200000035751,-3.720000000000002,-0.971275476444621
84,60.0,0.013347000000067055,-2.2000000000000006,-0.9818220866392123
85,35.0,0.007911000000603963,-1.7000000000000002,-0.8829402923749018
86,10.0,0.002165999998396728,-1.2,-0.9711093009050049
87,39.0,0.009744000000864617,-1.7800000000000002,-0.09711093009050042
88,28.0,0.006562000000485568,-1.56,-1.0002810189305666
89,41.0,0.009952000000339467,-1.8200000000000003,-0.9818904135181808
90,163.0,0.03507100000024366,-4.2600000000000025,-0.09749340529086337
91,45.0,0.008717999999134918,-1.9000000000000004,-0.97642507022185
92,161.0,0.0382419999987178,-4.220000000000002,-0.9726988078890365
93,20.0,0.0050670000000536675,-1.4000000000000001,-0.972748160201574
94,20.0,0.004015999998955522,-1.4000000000000001,-0.9711002250054388
95,52.0,0.00911400000040885,-2.0400000000000005,-0.9717379402127857
96,106.0,0.01879200000075798,-3.1200000000000014,-0.8853595354041673
97,67.0,0.010828000000401516,-2.3400000000000007,-0.9710926907296268
98,134.0,0.02157699999952456,-3.680000000000002,-0.9800057799503603
99,51.0,0.009978999998565996,-2.0200000000000005,-0.09821059968418255
