step,reward,mean,median,std,max,min
0,-0.025025641025641025,-0.025025641025641025,-0.025025641025641025,0.0,-0.025025641025641025,-0.025025641025641025
1,-0.024474885844748856,-0.02475026343519494,-0.02475026343519494,0.00027537759044608465,-0.024474885844748856,-0.025025641025641025
2,-0.020984924623115582,-0.023495150497835154,-0.024474885844748856,0.0017891819869992028,-0.020984924623115582,-0.025025641025641025
3,-0.021669505962521294,-0.02303873936400669,-0.023072195903635073,0.0017394862765194692,-0.020984924623115582,-0.025025641025641025
4,-0.0214,-0.02271099149120535,-0.021669505962521294,0.0016882904600402332,-0.020984924623115582,-0.025025641025641025
5,-0.02,-0.022259159576004457,-0.021534752981260646,0.0018428323207831238,-0.02,-0.025025641025641025
6,-0.023983739837398377,-0.02250552818477502,-0.021669505962521294,0.0018097150688679542,-0.02,-0.025025641025641025
7,-0.02,-0.022192337161678143,-0.021534752981260646,0.0018847560506113402,-0.02,-0.025025641025641025
8,-0.02,-0.021948744143713905,-0.0214,0.0019058607611317458,-0.02,-0.025025641025641025
9,-0.02,-0.021753869729342512,-0.02119246231155779,0.0019002260531654758,-0.02,-0.025025641025641025
10,-0.021902912621359225,-0.021767419083162213,-0.0214,0.0018123010205529744,-0.02,-0.025025641025641025
11,-0.02,-0.021620134159565364,-0.02119246231155779,0.0018025962968028846,-0.02,-0.025025641025641025
12,-0.027716535433070868,-0.02208908810368117,-0.0214,0.002374535063421666,-0.02,-0.027716535433070868
13,-0.02167808219178082,-0.02205973053854543,-0.021534752981260646,0.0022906062470015197,-0.02,-0.027716535433070868
14,-0.02,-0.02192241516930907,-0.0214,0.00227179715842212,-0.02,-0.027716535433070868
15,-0.024924623115577884,-0.022110053165950872,-0.021534752981260646,0.0023165958215035313,-0.02,-0.027716535433070868
16,-0.02,-0.021985932391483175,-0.0214,0.002301614294529914,-0.02,-0.027716535433070868
17,-0.024135021097046412,-0.02210532620845891,-0.021534752981260646,0.0022902968814609826,-0.02,-0.027716535433070868
18,-0.02,-0.021994519565908442,-0.0214,0.0022782425222032947,-0.02,-0.027716535433070868
19,-0.02,-0.02189479358761302,-0.02119246231155779,0.002262704064757269,-0.02,-0.027716535433070868
20,-0.02,-0.021804565321536212,-0.020984924623115582,0.0022447385306752212,-0.02,-0.027716535433070868
21,-0.02168096054888508,-0.021798946922779342,-0.02119246231155779,0.0021932795719069786,-0.02,-0.027716535433070868
22,-0.02,-0.02172073183918024,-0.020984924623115582,0.0021762149172458753,-0.02,-0.027716535433070868
23,-0.02,-0.021649034679214394,-0.02049246231155779,0.0021579649739920516,-0.02,-0.027716535433070868
24,-0.02327759197324415,-0.021714176970975586,-0.020984924623115582,0.0021383135298732635,-0.02,-0.027716535433070868
25,-0.02,-0.02164824708747653,-0.02049246231155779,0.002122543883761311,-0.02,-0.027716535433070868
26,-0.021183574879227052,-0.02163103700568951,-0.020984924623115582,0.0020847144685492134,-0.02,-0.027716535433070868
27,-0.02,-0.02157278568405774,-0.02049246231155779,0.0020694046837879177,-0.02,-0.027716535433070868
28,-0.02690140845070423,-0.021756531296700722,-0.020984924623115582,0.0022539108571115697,-0.02,-0.027716535433070868
29,-0.02,-0.021697980253477366,-0.02049246231155779,0.002238346606007581,-0.02,-0.027716535433070868
30,-0.02,-0.02164320669691358,-0.02,0.0022222917434450897,-0.02,-0.027716535433070868
31,-0.02,-0.02159185648763503,-0.02,0.0022058993887380572,-0.02,-0.027716535433070868
32,-0.02255208333333333,-0.02162095427083801,-0.02,0.0021784470611809124,-0.02,-0.027716535433070868
33,-0.02,-0.021573279145225128,-0.02,0.0021635758547572342,-0.02,-0.027716535433070868
34,-0.02,-0.02152832831250441,-0.02,0.0021484914532023834,-0.02,-0.027716535433070868
35,-0.02,-0.021485874748268175,-0.02,0.002133277654244381,-0.02,-0.027716535433070868
36,-0.02,-0.021445715971287957,-0.02,0.0021180026328904817,-0.02,-0.027716535433070868
37,-0.02,-0.0214076708141488,-0.02,0.002102721875374482,-0.02,-0.027716535433070868
38,-0.021134259259259255,-0.021400660261459325,-0.02,0.0020760386955351613,-0.02,-0.027716535433070868
