steps,time,reward,delta,converged
1,0.020634999999856518,-0.02731343283582091,1.0008131115769534,False
2,0.004993999999896914,-0.04722222222222223,1.0008131115769534,False
3,0.03259600000001228,-0.02396761133603232,1.0008131115769534,False
4,0.0038880000001881854,-0.056296296296296296,1.0008131115769534,False
5,0.031705999999758205,-0.024495412844036675,1.0008131115769534,False
6,0.015948000000207685,-0.027840000000000014,1.0008131115769534,False
7,0.007123999999748776,-0.04227272727272728,1.0008131115769534,False
8,0.017765999999937776,-0.027424242424242438,1.0008131115769534,False
9,0.013177000000723638,-0.026282051282051296,1.0008131115769534,False
10,0.005468999999720836,-0.03555555555555557,1.0008131115769534,False
11,0.0036339999996926053,-0.04512820512820513,1.0008131115769534,False
12,0.007136000000173226,-0.03324324324324326,1.0008131115769534,False
13,0.005258000000139873,-0.04227272727272728,1.0008131115769534,False
14,0.005047999999987951,-0.03814814814814816,1.0008131115769534,False
15,0.012598000000252796,-0.031951219512195136,1.0008131115769534,False
16,0.011312000000543776,-0.02859649122807019,1.0008131115769534,False
17,0.010892000000239932,-0.02924528301886794,1.0008131115769534,False
18,0.01832399999966583,-0.028521739130434796,1.0008131115769534,False
19,0.003378000000338943,-0.0496969696969697,1.0008131115769534,False
20,0.010311999999430554,-0.029514563106796128,1.0008131115769534,False
21,0.019553999999516236,-0.026712328767123303,1.0008131115769534,False
22,0.003463999999439693,-0.057692307692307696,1.0008131115769534,False
23,0.0030539999997927225,-0.055,1.0008131115769534,False
24,0.014963000000534521,-0.026853146853146867,1.0008131115769534,False
25,0.005680000000211294,-0.04648648648648649,1.0008131115769534,False
26,0.005922000000282424,-0.03849056603773586,1.0008131115769534,False
27,0.015024999999695865,-0.027777777777777794,1.0008131115769534,False
28,0.010639999999511929,-0.03272727272727274,1.0008131115769534,False
29,0.001681000000644417,-0.07157894736842106,1.0008131115769534,False
30,0.0034969999996974366,-0.06083333333333334,1.0008131115769534,False
31,0.008660000000418222,-0.03010309278350517,1.0008131115769534,False
32,0.01573000000007596,-0.028828828828828843,1.0008131115769534,False
33,0.011405000000195287,-0.036610169491525436,1.0008131115769534,False
34,0.004995999999664491,-0.056296296296296296,1.0008131115769534,False
35,0.008249999999861757,-0.03531250000000001,1.0008131115769534,False
36,0.02221000000008644,-0.024414414414414387,1.0008131115769534,False
37,0.0037769999998999992,-0.042790697674418614,1.0008131115769534,False
38,0.008423999999649823,-0.034626865671641804,1.0008131115769534,False
39,0.0383640000000014,-0.02312101910828011,1.0008131115769534,False
40,0.0316899999997986,-0.023919999999999927,1.0008131115769534,False
41,0.012198000000353204,-0.03139534883720931,1.0008131115769534,False
42,0.005444000000352389,-0.04578947368421053,1.0008131115769534,False
43,0.004864999999881547,-0.04512820512820513,1.0008131115769534,False
44,0.0024430000003121677,-0.07157894736842106,1.0008131115769534,False
45,0.032791000000543136,-0.024049586776859443,1.0008131115769534,False
46,0.014235999999982596,-0.028909090909090922,1.0008131115769534,False
47,0.016937000000325497,-0.02771653543307088,1.0008131115769534,False
48,0.022366999999576365,-0.025764705882352957,1.0008131115769534,False
49,0.00977699999930337,-0.03400000000000001,1.0008131115769534,False
50,0.00860000000011496,-0.03633333333333334,1.0008131115769534,False
51,0.011101000000053318,-0.03010309278350517,1.0008131115769534,False
52,0.017585999999937485,-0.02771653543307088,1.0008131115769534,False
53,0.010925999999926717,-0.03324324324324326,1.0008131115769534,False
54,0.005358000000342145,-0.04227272727272728,1.0008131115769534,False
55,0.002967999999782478,-0.06260869565217392,1.0008131115769534,False
56,0.010143000000425673,-0.032894736842105275,1.0008131115769534,False
57,0.0044809999999415595,-0.050625,1.0008131115769534,False
58,0.01294199999938428,-0.03139534883720931,1.0008131115769534,False
59,0.033343000000058964,-0.024032921810699527,1.0008131115769534,False
60,0.00600399999984802,-0.042790697674418614,1.0008131115769534,False
61,0.007749000000330852,-0.04000000000000001,1.0008131115769534,False
62,0.006365000000187138,-0.03750000000000001,1.0008131115769534,False
63,0.003860000000713626,-0.04800000000000001,1.0008131115769534,False
64,0.003478999999970256,-0.05266666666666667,1.0008131115769534,False
65,0.004413999999997031,-0.05266666666666667,1.0008131115769534,False
66,0.01748799999950279,-0.027967479674796764,1.0008131115769534,False
67,0.0313270000006014,-0.023322033898304957,1.0008131115769534,False
68,0.004419999999299762,-0.05161290322580645,1.0008131115769534,False
69,0.016891999999643303,-0.025868263473053904,1.0008131115769534,False
70,0.011762000000089756,-0.031011235955056192,1.0008131115769534,False
71,0.008821000000352797,-0.03240506329113925,1.0008131115769534,False
72,0.008743999999751395,-0.032098765432098775,1.0008131115769534,False
73,0.010723999999754597,-0.031666666666666676,1.0008131115769534,False
74,0.030636999999842374,-0.024100418410041784,1.0008131115769534,False
75,0.03427499999997963,-0.023367697594501597,1.0008131115769534,False
76,0.006551999999828695,-0.04130434782608696,1.0008131115769534,False
77,0.016674999999850115,-0.027480916030534364,1.0008131115769534,False
78,0.017256000000088534,-0.026621621621621638,1.0008131115769534,False
79,0.0379480000001422,-0.023245033112582646,1.0008131115769534,False
80,0.004257999999936146,-0.04390243902439025,1.0008131115769534,False
81,0.024614000000838132,-0.02544444444444446,1.0008131115769534,False
82,0.02290400000038062,-0.027480916030534364,1.0008131115769534,False
83,0.01603900000009162,-0.029702970297029715,1.0008131115769534,False
84,0.008385000000089349,-0.03921568627450981,1.0008131115769534,False
85,0.01125899999988178,-0.03400000000000001,1.0008131115769534,False
