step,reward,mean,median,std,max,min
0,-0.016666666666666666,-0.016666666666666666,-0.016666666666666666,0.0,-0.016666666666666666,-0.016666666666666666
1,-0.016709677419354838,-0.016688172043010752,-0.016688172043010752,2.150537634408589e-05,-0.016666666666666666,-0.016709677419354838
2,-0.01580246913580247,-0.01639293774060799,-0.016666666666666666,0.00041789341636150513,-0.01580246913580247,-0.016709677419354838
3,-0.013928571428571427,-0.01577684616259885,-0.016234567901234568,0.0011268019693185215,-0.013928571428571427,-0.016709677419354838
4,-0.01706051873198847,-0.016033580676476776,-0.016666666666666666,0.0011311041441496952,-0.013928571428571427,-0.01706051873198847
5,-0.014659685863874342,-0.015804598207709703,-0.016234567901234568,0.0011525314207316987,-0.013928571428571427,-0.01706051873198847
6,-0.017565632458233886,-0.016056174529213155,-0.016666666666666666,0.0012321977558918148,-0.013928571428571427,-0.017565632458233886
7,-0.01592,-0.01603915271306151,-0.016293333333333333,0.001153494946455087,-0.013928571428571427,-0.017565632458233886
8,-0.01799607072691552,-0.01625658804793418,-0.016666666666666666,0.0012493744977772323,-0.013928571428571427,-0.01799607072691552
9,-0.016565656565656565,-0.016287494899706417,-0.016616161616161616,0.0011888818585144365,-0.013928571428571427,-0.01799607072691552
10,-0.017182320441988946,-0.016368842676277556,-0.016666666666666666,0.0011623769306462622,-0.013928571428571427,-0.01799607072691552
11,-0.013376623376623374,-0.01611949106797304,-0.016616161616161616,0.0013865299329723366,-0.013376623376623374,-0.01799607072691552
12,-0.01631768953068592,-0.01613473710356634,-0.016565656565656565,0.0013331813873398981,-0.013376623376623374,-0.01799607072691552
13,-0.01676190476190476,-0.016179534793447654,-0.016616161616161616,0.001294799696576044,-0.013376623376623374,-0.01799607072691552
14,-0.017228260869565214,-0.016249449865188826,-0.016666666666666666,0.0012779564985665763,-0.013376623376623374,-0.01799607072691552
15,-0.014999999999999998,-0.016171359248614525,-0.016616161616161616,0.0012738020558228735,-0.013376623376623374,-0.01799607072691552
16,-0.01847533632286995,-0.01630688731180602,-0.016666666666666666,0.0013494487686563947,-0.013376623376623374,-0.01847533632286995
17,-0.018423493044822253,-0.01642447651919581,-0.016688172043010752,0.0013981800369968162,-0.013376623376623374,-0.01847533632286995
18,-0.016890243902439022,-0.016448990591998086,-0.016709677419354838,0.0013648569403568892,-0.013376623376623374,-0.01847533632286995
19,-0.01511961722488038,-0.0163825219236422,-0.016688172043010752,0.0013614831390235573,-0.013376623376623374,-0.01847533632286995
20,-0.017397959183673466,-0.016430876078881787,-0.016709677419354838,0.001346153938962352,-0.013376623376623374,-0.01847533632286995
21,-0.01623616236162362,-0.01642202545537005,-0.016688172043010752,0.0013158289656221465,-0.013376623376623374,-0.01847533632286995
22,-0.017892561983471073,-0.016485961826157053,-0.016709677419354838,0.001321385734761352,-0.013376623376623374,-0.01847533632286995
23,-0.016633663366336635,-0.016492116056997866,-0.016688172043010752,0.0012939006391577172,-0.013376623376623374,-0.01847533632286995
24,-0.01732283464566929,-0.016525344800544725,-0.016709677419354838,0.0012781671623841326,-0.013376623376623374,-0.01847533632286995
25,-0.014237288135593218,-0.01643734262112351,-0.016688172043010752,0.0013283395028235831,-0.013376623376623374,-0.01847533632286995
26,-0.01635714285714286,-0.0164343722594946,-0.016666666666666666,0.0013035965276118147,-0.013376623376623374,-0.01847533632286995
27,-0.014899999999999998,-0.016379573250226934,-0.01665016501650165,0.0013113929567268913,-0.013376623376623374,-0.01847533632286995
