params,time,steps,reward_mean,reward_median,reward_min,reward_max,reward_std
"{""discount_factor"": 0.0}",4.669181000000002,100,-1.0,-1.0,-1.0,-1.0,0.0
"{""discount_factor"": 0.1}",4.6240999999999985,100,-1.0,-1.0,-1.0,-1.0,0.0
"{""discount_factor"": 0.2}",2.2467159999999993,100,6.7692307692307665,6.769230769230769,6.769230769230769,6.769230769230769,2.6645352591003757e-15
"{""discount_factor"": 0.3}",2.354760000000006,100,6.7692307692307665,6.769230769230769,6.769230769230769,6.769230769230769,2.6645352591003757e-15
"{""discount_factor"": 0.4}",2.521065,100,6.7692307692307665,6.769230769230769,6.769230769230769,6.769230769230769,2.6645352591003757e-15
"{""discount_factor"": 0.5}",2.3471580000000003,100,6.7692307692307665,6.769230769230769,6.769230769230769,6.769230769230769,2.6645352591003757e-15
"{""discount_factor"": 0.6}",2.6132050000000007,100,6.7692307692307665,6.769230769230769,6.769230769230769,6.769230769230769,2.6645352591003757e-15
"{""discount_factor"": 0.7}",2.531448999999995,100,6.7692307692307665,6.769230769230769,6.769230769230769,6.769230769230769,2.6645352591003757e-15
"{""discount_factor"": 0.8}",2.450386999999999,100,6.7692307692307665,6.769230769230769,6.769230769230769,6.769230769230769,2.6645352591003757e-15
"{""discount_factor"": 0.9}",2.8560990000000004,100,6.7692307692307665,6.769230769230769,6.769230769230769,6.769230769230769,2.6645352591003757e-15
