steps,time,reward,delta,converged
1,0.06134399999996276,-7.718562874251497,103.34456129218306,False
2,0.08498000000008687,-7.520958083832335,103.6059003470365,False
3,0.062062999999852764,-5.830618892508143,104.58761756879348,False
4,0.026290000000017244,-5.625,105.01707131028155,False
5,0.040183000000070024,-5.964824120603015,105.01707131028155,False
6,0.007215999999971245,-0.9473684210526315,105.01707131028155,False
7,0.0340289999999186,-3.4527363184079602,105.01707131028155,False
8,0.021183999999948355,-2.96,105.01707131028155,False
9,0.00765200000000732,-0.9310344827586207,105.01707131028155,False
10,0.0060320000000047,1.8055555555555556,105.01707131028155,False
11,0.005685999999968772,3.04,105.01707131028155,False
12,0.03371800000013536,-7.895348837209302,105.01707131028155,False
13,0.034153000000060274,-5.41340782122905,105.01707131028155,False
14,0.01734500000020489,-4.072916666666667,105.01707131028155,False
15,0.006284999999934371,-4.03125,105.01707131028155,False
16,0.006151000000045315,-4.344827586206897,105.01707131028155,False
17,0.00446700000020428,4.05,105.01707131028155,False
18,0.011066000000027998,-0.9629629629629629,105.01707131028155,False
19,0.009052999999994427,1.4634146341463414,105.01707131028155,False
20,0.015607000000045446,-3.6133333333333333,105.01707131028155,False
21,0.008819000000130472,-0.9545454545454546,105.01707131028155,False
22,0.008657999999968524,-0.9487179487179487,105.01707131028155,False
23,0.01914600000009159,-5.881188118811881,105.01707131028155,False
24,0.006914000000051601,-0.9487179487179487,105.01707131028155,False
25,0.031236000000035347,-5.291925465838509,105.01707131028155,False
26,0.0070989999999255815,-0.9487179487179487,105.01707131028155,False
27,0.007240000000138025,-3.6944444444444446,105.01707131028155,False
28,0.009086999999908585,-0.9512195121951219,105.01707131028155,False
29,0.020087999999987005,-5.385185185185185,105.01707131028155,False
30,0.005836999999928594,-3.6944444444444446,105.01707131028155,False
31,0.006231000000070708,-0.9459459459459459,105.01707131028155,False
32,0.004004000000122687,-0.92,105.01707131028155,False
33,0.0022480000000086875,4.315789473684211,105.01707131028155,False
34,0.007123000000092361,-0.9545454545454546,105.01707131028155,False
35,0.0026269999998476123,4.05,105.01707131028155,False
36,0.016975000000002183,-5.385185185185185,105.01707131028155,False
37,0.007456000000047425,-0.9555555555555556,105.01707131028155,False
38,0.0017920000000231084,4.611111111111111,105.01707131028155,False
39,0.008651000000099884,-3.36144578313253,105.01707131028155,False
40,0.006035000000110813,-2.979591836734694,105.01707131028155,False
41,0.0033109999999396678,3.2083333333333335,105.01707131028155,False
42,0.004412000000002081,-6.0256410256410255,105.01707131028155,False
43,0.00659799999993993,-2.7017543859649122,105.01707131028155,False
44,0.0045030000001133885,2.740740740740741,105.01707131028155,False
45,0.007659000000103333,-2.564516129032258,105.01707131028155,False
46,0.011664999999993597,-6.880597014925373,105.01707131028155,False
47,0.0036849999999049032,-3.7714285714285714,105.01707131028155,False
48,0.003449999999929787,3.391304347826087,105.01707131028155,False
49,0.002725999999938722,4.05,105.01707131028155,False
50,0.0024569999998220737,4.05,105.01707131028155,False
51,0.005630999999993946,-5.780487804878049,105.01707131028155,False
52,0.007131000000072163,-0.9523809523809523,105.01707131028155,False
53,0.014764999999897555,-5.401785714285714,105.01707131028155,False
54,0.001978000000008251,4.315789473684211,105.01707131028155,False
55,0.004007000000001426,-5.041666666666667,105.01707131028155,False
56,0.008577000000059343,-4.0625,105.01707131028155,False
57,0.0034439999999449356,4.05,105.01707131028155,False
58,0.004726000000118802,3.391304347826087,105.01707131028155,False
59,0.0037409999999908905,4.05,105.01707131028155,False
60,0.0038759999999911088,4.9411764705882355,105.01707131028155,False
61,0.0030639999999948486,4.9411764705882355,105.01707131028155,False
62,0.004044000000021697,3.8095238095238093,105.01707131028155,False
63,0.0026450000000295404,4.05,105.01707131028155,False
64,0.006693000000041138,-0.9512195121951219,105.01707131028155,False
65,0.007444000000077722,-2.6166666666666667,105.01707131028155,False
66,0.006310999999868727,-0.9473684210526315,105.01707131028155,False
67,0.0030770000000757136,3.391304347826087,105.01707131028155,False
68,0.008570999999847118,-5.609375,105.01707131028155,False
69,0.002103999999917505,4.05,105.01707131028155,False
70,0.00539600000001883,-0.9473684210526315,105.01707131028155,False
71,0.0024519999999483844,4.05,105.01707131028155,False
72,0.00973399999998037,-4.379310344827586,105.01707131028155,False
73,0.0023679999999330903,3.590909090909091,105.01707131028155,False
74,0.004627000000027692,-3.6944444444444446,105.01707131028155,False
75,0.005473999999821899,-3.3658536585365852,105.01707131028155,False
76,0.002598000000034517,5.733333333333333,105.01707131028155,False
77,0.005237000000079206,-0.9444444444444444,105.01707131028155,False
