steps,time,reward,delta,converged
1,0.0906560000000809,-4.161676646706587,100.00095875517862,False
2,0.08410300000014104,-1.7904191616766467,100.00095875517862,False
3,0.092679999999973,-1.7904191616766467,100.00095875517862,False
4,0.06826500000011038,-1.7904191616766467,100.00095875517862,False
5,0.05960499999991953,-1.3952095808383234,100.00095875517862,False
6,0.06490899999994326,-1.592814371257485,100.00095875517862,False
7,0.07090399999992769,-1.3952095808383234,100.00095875517862,False
8,0.07860699999991994,-1.1976047904191616,100.00095875517862,False
9,0.08961199999998826,-1.1976047904191616,100.00095875517862,False
10,0.09363299999995434,-1.3952095808383234,100.00095875517862,False
11,0.09568600000011429,-1.0,100.00095875517862,False
12,0.08092099999998936,-1.0,100.00095875517862,False
13,0.07895600000006198,-1.3952095808383234,100.00095875517862,False
14,0.08085800000003474,-1.1976047904191616,100.00095875517862,False
15,0.07024599999999737,-1.1976047904191616,100.00095875517862,False
16,0.06792799999993804,-1.0,100.00095875517862,False
17,0.081087000000025,-1.3952095808383234,100.00095875517862,False
18,0.08456599999999526,-1.0,100.00095875517862,False
19,0.08837799999992058,-1.1976047904191616,100.00095875517862,False
20,0.09699799999998504,-1.0,100.00095875517862,False
21,0.08284200000002784,-1.0,100.00095875517862,False
22,0.06085700000016914,-1.1976047904191616,100.00095875517862,False
23,0.06200199999989309,-1.0,100.00095875517862,False
24,0.06560000000013133,-1.1976047904191616,100.00095875517862,False
25,0.06233599999995931,-1.3952095808383234,100.00095875517862,False
26,0.06209400000011556,-1.1976047904191616,100.00095875517862,False
27,0.06489499999997861,-1.0,100.00095875517862,False
28,0.05896499999994376,-1.0,100.00095875517862,False
29,0.07597000000009757,-1.0,100.00095875517862,False
30,0.09761399999979403,-1.0,100.00095875517862,False
31,0.09295800000018062,-1.1976047904191616,100.00095875517862,False
32,0.08340799999996307,-1.0,100.00095875517862,False
33,0.06438100000013947,-1.0,100.00095875517862,False
34,0.0692509999998947,-1.0,100.00095875517862,False
35,0.06480499999997846,-1.0,100.00095875517862,False
36,0.06360500000005231,-1.0,100.00095875517862,False
37,0.06825600000001941,-1.1976047904191616,100.00095875517862,False
38,0.06404299999985597,-1.0,100.00095875517862,False
39,0.06407500000000255,-1.0,100.00095875517862,False
40,0.07344699999998738,-1.0,100.00095875517862,False
41,0.09318800000005467,-1.1976047904191616,100.00095875517862,False
42,0.08909700000003795,-1.0,100.00095875517862,False
43,0.09015999999996893,-1.0,100.00095875517862,False
44,0.07877000000007683,-1.0,100.00095875517862,False
45,0.07770400000003974,-1.0,100.00095875517862,False
46,0.06524100000001454,-1.0,100.00095875517862,False
47,0.06675500000005741,-1.1976047904191616,100.00095875517862,False
48,0.0663049999998293,-1.0,100.00095875517862,False
49,0.0624000000000251,-1.0,100.00095875517862,False
50,0.07299200000011297,-1.0,100.00095875517862,False
51,0.09038799999984803,-1.0,100.00095875517862,False
52,0.08941600000002836,-1.0,100.00095875517862,False
53,0.0959730000001855,-1.0,100.00095875517862,False
54,0.06182400000011512,-1.0,100.00095875517862,False
55,0.06451700000002347,-1.0,100.00095875517862,False
56,0.061883999999963635,-1.0,100.00095875517862,False
57,0.06329699999992044,-1.0,100.00095875517862,False
58,0.06838300000003983,-1.0,100.00095875517862,False
59,0.06486799999993309,-1.0,100.00095875517862,False
60,0.060825999999906344,-1.0,100.00095875517862,False
61,0.09072900000001027,-1.0,100.00095875517862,False
62,0.08976400000005924,-1.0,100.00095875517862,False
63,0.08344400000009955,-1.0,100.00095875517862,False
64,0.05579099999999926,-1.0,100.00095875517862,False
65,0.0684439999999995,-1.0,100.00095875517862,False
66,0.0629030000000057,-1.0,100.00095875517862,False
67,0.06145199999991746,-1.0,100.00095875517862,False
68,0.06807499999990796,-1.0,100.00095875517862,False
69,0.06253599999990911,-1.0,100.00095875517862,False
70,0.05902099999980237,-1.0,100.00095875517862,False
71,0.07000300000004245,-1.0,100.00095875517862,False
72,0.08824300000014773,-1.0,100.00095875517862,False
73,0.09387700000002042,-1.0,100.00095875517862,False
74,0.06945799999994051,-1.0,100.00095875517862,False
