,PI,VI,Q
large_frozen_lake,"{'name': 'large_frozen_lake', 'readable_name': 'Large Frozen Lake', 'index': 9, 'params': {'discount_factor': 0.9}, 'param_str': '0.9'}","{'name': 'large_frozen_lake', 'readable_name': 'Large Frozen Lake', 'index': 9, 'params': {'discount_factor': 0.9}, 'param_str': '0.9'}","{'name': 'large_frozen_lake', 'readable_name': 'Large Frozen Lake', 'index': 98, 'params': {'alpha': 0.5, 'q_init': 0, 'epsilon': 0.1, 'epsilon_decay': 0.0001, 'discount_factor': 0.8}, 'param_str': '0.5_0_0.1_0.0001_0.8'}"
