,PI,VI,Q
cliff_walking,"{'name': 'cliff_walking', 'readable_name': 'Cliff Walking', 'index': 7, 'params': {'discount_factor': 0.7}, 'param_str': '0.7'}","{'name': 'cliff_walking', 'readable_name': 'Cliff Walking', 'index': 9, 'params': {'discount_factor': 0.9}, 'param_str': '0.9'}","{'name': 'cliff_walking', 'readable_name': 'Cliff Walking', 'index': 54, 'params': {'alpha': 0.1, 'q_init': 0, 'epsilon': 0.5, 'epsilon_decay': 0.0001, 'discount_factor': 0.4}, 'param_str': '0.1_0_0.5_0.0001_0.4'}"
